ClientID;SkuID;amount;Date
818266;"4301050979";0;2020-06-10 00:00:00,000
818266;"4301010945";0;2020-06-10 00:00:00,000
818266;"4301030890";0;2020-06-10 00:00:00,000
818266;"4301010914";0;2020-06-10 00:00:00,000
818266;"4301030880";0;2020-06-10 00:00:00,000
818266;"4301010924";0;2020-06-10 00:00:00,000
800549;"4301011106";0;2020-06-10 00:00:00,000
800549;"4301050923";0;2020-06-10 00:00:00,000
800549;"4301010932";0;2020-06-10 00:00:00,000
800549;"4301050992";0;2020-06-10 00:00:00,000
800549;"4301010994";0;2020-06-10 00:00:00,000
800549;"4301050952";0;2020-06-10 00:00:00,000
800549;"4301011041";0;2020-06-10 00:00:00,000
800549;"4301010914";0;2020-06-10 00:00:00,000
800549;"4301011050";0;2020-06-10 00:00:00,000
800549;"4301010937";0;2020-06-10 00:00:00,000
800549;"4301010992";0;2020-06-10 00:00:00,000
512368;"4301050923";0;2020-06-10 00:00:00,000
512380;"4301011046";0;2020-06-10 00:00:00,000
512380;"4301011046";0;2020-06-10 00:00:00,000
512380;"4301050923";0;2020-06-10 00:00:00,000
512380;"4301011041";0;2020-06-10 00:00:00,000
512905;"4301050992";0;2020-06-10 00:00:00,000
512905;"4301011046";0;2020-06-10 00:00:00,000
512905;"4301011041";0;2020-06-10 00:00:00,000
512905;"4301011046";0;2020-06-10 00:00:00,000
512905;"4301011053";0;2020-06-10 00:00:00,000
512905;"4301050923";0;2020-06-10 00:00:00,000
512368;"4301011046";0;2020-06-10 00:00:00,000
512368;"4301011046";0;2020-06-10 00:00:00,000
512368;"4301011053";0;2020-06-10 00:00:00,000
1120701;"4301010913";0;2020-06-10 00:00:00,000
1120701;"4301010913";0;2020-06-10 00:00:00,000
1120701;"4301050923";0;2020-06-10 00:00:00,000
1120701;"4301050992";0;2020-06-10 00:00:00,000
1120701;"4301010924";0;2020-06-10 00:00:00,000
923336;"4301030880";0;2020-06-10 00:00:00,000
638227;"4301011041";0;2020-06-10 00:00:00,000
641592;"4301011041";0;2020-06-10 00:00:00,000
638225;"4301050923";0;2020-06-10 00:00:00,000
638225;"4301011046";0;2020-06-10 00:00:00,000
638225;"4301050992";0;2020-06-10 00:00:00,000
638227;"4301011040";0;2020-06-10 00:00:00,000
638227;"4301050992";0;2020-06-10 00:00:00,000
638226;"4301011048";0;2020-06-10 00:00:00,000
638226;"4301011041";0;2020-06-10 00:00:00,000
638226;"4301050992";0;2020-06-10 00:00:00,000
638225;"4301011053";0;2020-06-10 00:00:00,000
638225;"4301011041";0;2020-06-10 00:00:00,000
641592;"4301011040";0;2020-06-10 00:00:00,000
641592;"4301050923";0;2020-06-10 00:00:00,000
641592;"4301050992";0;2020-06-10 00:00:00,000
638246;"4301010924";0;2020-06-10 00:00:00,000
638246;"4301011053";0;2020-06-10 00:00:00,000
638246;"4301050923";0;2020-06-10 00:00:00,000
638246;"4301011050";0;2020-06-10 00:00:00,000
638246;"4301050992";0;2020-06-10 00:00:00,000
1087549;"4301050923";0;2020-06-10 00:00:00,000
1087549;"4301011041";0;2020-06-10 00:00:00,000
1087549;"4301050992";0;2020-06-10 00:00:00,000
1151146;"4301011041";0;2020-06-10 00:00:00,000
1151146;"4301011046";0;2020-06-10 00:00:00,000
1151146;"4301050992";0;2020-06-10 00:00:00,000
1151170;"4301011053";0;2020-06-10 00:00:00,000
1151170;"4301011040";0;2020-06-10 00:00:00,000
1151170;"4301050992";0;2020-06-10 00:00:00,000
1151146;"4301011050";0;2020-06-10 00:00:00,000
1151146;"4301011053";0;2020-06-10 00:00:00,000
1151170;"4301011050";0;2020-06-10 00:00:00,000
1151170;"4301011046";0;2020-06-10 00:00:00,000
1320348;"4301030858";45;2020-06-10 00:00:00,000
1320348;"4301050973";40.5;2020-06-10 00:00:00,000
1320348;"4301030879";14;2020-06-10 00:00:00,000
1320348;"4301060289";84;2020-06-10 00:00:00,000
1320348;"4301020120";16;2020-06-10 00:00:00,000
1320348;"4301010933";15;2020-06-10 00:00:00,000
1320348;"4301030364";9;2020-06-10 00:00:00,000
1320348;"4301030919";26.28;2020-06-10 00:00:00,000
1320348;"4301030876";42;2020-06-10 00:00:00,000
1320348;"4301010917";151.2;2020-06-10 00:00:00,000
1320348;"4301020142";12;2020-06-10 00:00:00,000
1320348;"4301051037";226.2;2020-06-10 00:00:00,000
1320348;"4301050917";15.12;2020-06-10 00:00:00,000
1320348;"4301051011";156;2020-06-10 00:00:00,000
1320348;"4301011064";90;2020-06-10 00:00:00,000
1320348;"4301051015";64.8;2020-06-10 00:00:00,000
1320348;"4301030890";21;2020-06-10 00:00:00,000
1320348;"4301050921";15.12;2020-06-10 00:00:00,000
1320348;"4301030963";127.5;2020-06-10 00:00:00,000
1320348;"4301010926";21.6;2020-06-10 00:00:00,000
1320348;"4301020106";16;2020-06-10 00:00:00,000
1320348;"4301051009";156;2020-06-10 00:00:00,000
1320348;"4301030895";45;2020-06-10 00:00:00,000
1320348;"4301060284";10.8;2020-06-10 00:00:00,000
1320348;"4301050989";62.4;2020-06-10 00:00:00,000
1320348;"4301030887";21;2020-06-10 00:00:00,000
1320348;"4301060288";126;2020-06-10 00:00:00,000
1320348;"4301011047";120;2020-06-10 00:00:00,000
1320348;"4301050920";15.12;2020-06-10 00:00:00,000
1320348;"4301011052";15;2020-06-10 00:00:00,000
1320348;"4301060281";126;2020-06-10 00:00:00,000
1320348;"4301060282";134.4;2020-06-10 00:00:00,000
1320348;"4301011058";60;2020-06-10 00:00:00,000
1320348;"4301011044";150;2020-06-10 00:00:00,000
1320348;"4301010924";54;2020-06-10 00:00:00,000
1320348;"4301020159";102;2020-06-10 00:00:00,000
1320348;"4301030233";20.4;2020-06-10 00:00:00,000
1320348;"4301011042";302.4;2020-06-10 00:00:00,000
1320348;"4301050931";62.4;2020-06-10 00:00:00,000
1320348;"4301010894";16.2;2020-06-10 00:00:00,000
1320348;"4301010910";151.2;2020-06-10 00:00:00,000
1320348;"4301011060";90;2020-06-10 00:00:00,000
1320348;"4301051044";226.2;2020-06-10 00:00:00,000
1320348;"4301050908";15;2020-06-10 00:00:00,000
1320348;"4301010913";259.2;2020-06-10 00:00:00,000
1320348;"4301011039";150;2020-06-10 00:00:00,000
1320348;"4301050916";101.4;2020-06-10 00:00:00,000
1320348;"4301020115";16.2;2020-06-10 00:00:00,000
1251272;"4301011100";132.6;2020-06-10 00:00:00,000
1251272;"4301030233";28.05;2020-06-10 00:00:00,000
1251272;"4301050937";600.6;2020-06-10 00:00:00,000
1251272;"4301051015";380.7;2020-06-10 00:00:00,000
1251272;"4301030949";30.66;2020-06-10 00:00:00,000
1251272;"4301011060";2505;2020-06-10 00:00:00,000
1251272;"4301030232";21.12;2020-06-10 00:00:00,000
1251272;"4301011123";150;2020-06-10 00:00:00,000
800518;"4301130428";61.2;2020-06-10 00:00:00,000
800518;"4301130399";151.2;2020-06-10 00:00:00,000
800518;"4301130539";280.28;2020-06-10 00:00:00,000
800518;"4301130410";51;2020-06-10 00:00:00,000
800518;"4301070745";900;2020-06-10 00:00:00,000
800518;"4301070748";1293.44;2020-06-10 00:00:00,000
800518;"4301070781";400;2020-06-10 00:00:00,000
800518;"4301130377";36;2020-06-10 00:00:00,000
800518;"4301130427";51;2020-06-10 00:00:00,000
800518;"4301070744";1293.44;2020-06-10 00:00:00,000
800518;"4301130501";45.36;2020-06-10 00:00:00,000
800518;"4301070776";19.2;2020-06-10 00:00:00,000
800518;"4301070771";1293.44;2020-06-10 00:00:00,000
800518;"4301130403";61.2;2020-06-10 00:00:00,000
800518;"4301070759";1353.6;2020-06-10 00:00:00,000
800518;"4301070772";453.6;2020-06-10 00:00:00,000
800518;"4301130574";189;2020-06-10 00:00:00,000
800650;"4301070768";7.2;2020-06-10 00:00:00,000
437543;"4301130539";61.6;2020-06-10 00:00:00,000
437543;"4301070745";604.8;2020-06-10 00:00:00,000
437543;"4301070746";288;2020-06-10 00:00:00,000
841116;"4301030949";153.3;2020-06-10 00:00:00,000
841116;"4301050979";67.5;2020-06-10 00:00:00,000
841116;"4301020106";4;2020-06-10 00:00:00,000
841116;"4301020112";21.6;2020-06-10 00:00:00,000
841116;"4301020142";4.8;2020-06-10 00:00:00,000
841116;"4301010936";108;2020-06-10 00:00:00,000
841116;"4301010924";302.4;2020-06-10 00:00:00,000
841116;"4301060281";16.8;2020-06-10 00:00:00,000
841116;"4301020138";52;2020-06-10 00:00:00,000
841116;"4301010926";108;2020-06-10 00:00:00,000
841116;"4301020138";208;2020-06-10 00:00:00,000
841116;"4301020141";124.8;2020-06-10 00:00:00,000
841116;"4301020159";9;2020-06-10 00:00:00,000
841116;"4301050814";15.6;2020-06-10 00:00:00,000
800650;"4301070778";75;2020-06-10 00:00:00,000
800650;"4301130429";10.8;2020-06-10 00:00:00,000
800650;"4301130574";30;2020-06-10 00:00:00,000
800650;"4301130539";46.2;2020-06-10 00:00:00,000
800650;"4301070762";108;2020-06-10 00:00:00,000
800650;"4301070721";27.52;2020-06-10 00:00:00,000
800650;"4301130400";72;2020-06-10 00:00:00,000
800650;"4301070743";21.6;2020-06-10 00:00:00,000
800650;"4301070759";288;2020-06-10 00:00:00,000
800650;"4301130427";45;2020-06-10 00:00:00,000
800650;"4301070744";137.6;2020-06-10 00:00:00,000
800650;"4301130446";15;2020-06-10 00:00:00,000
800650;"4301130428";10.8;2020-06-10 00:00:00,000
800650;"4301130377";14.4;2020-06-10 00:00:00,000
800650;"4301070772";180;2020-06-10 00:00:00,000
800650;"4301070746";252;2020-06-10 00:00:00,000
800650;"4301120521";54;2020-06-10 00:00:00,000
1251272;"4301011044";300;2020-06-10 00:00:00,000
1251272;"4301010936";108;2020-06-10 00:00:00,000
1251272;"4301011047";140;2020-06-10 00:00:00,000
1251272;"4301020112";334.8;2020-06-10 00:00:00,000
1251272;"4301050826";186.48;2020-06-10 00:00:00,000
1251272;"4301011055";450;2020-06-10 00:00:00,000
1251272;"4301011068";12;2020-06-10 00:00:00,000
1251272;"4301050917";10.08;2020-06-10 00:00:00,000
1251272;"4301060281";50.4;2020-06-10 00:00:00,000
1251272;"4301060282";100.8;2020-06-10 00:00:00,000
1251272;"4301050977";452.4;2020-06-10 00:00:00,000
1251272;"4301011042";302.4;2020-06-10 00:00:00,000
1251272;"4301030879";19.6;2020-06-10 00:00:00,000
1251272;"4301060289";50.4;2020-06-10 00:00:00,000
1251272;"4301020115";10.8;2020-06-10 00:00:00,000
1251272;"4301010917";151.2;2020-06-10 00:00:00,000
1251272;"4301030945";8.76;2020-06-10 00:00:00,000
1251272;"4301050916";85.8;2020-06-10 00:00:00,000
1251272;"4301020141";1606.8;2020-06-10 00:00:00,000
1251272;"4301050979";45.9;2020-06-10 00:00:00,000
841116;"4301011063";5;2020-06-10 00:00:00,000
841116;"4301011060";210;2020-06-10 00:00:00,000
841116;"4301010913";54;2020-06-10 00:00:00,000
841116;"4301011100";51;2020-06-10 00:00:00,000
841116;"4301030948";5.6;2020-06-10 00:00:00,000
841116;"4301050937";202.8;2020-06-10 00:00:00,000
841116;"4301010931";302.4;2020-06-10 00:00:00,000
841116;"4301011039";250;2020-06-10 00:00:00,000
841116;"4301011049";50;2020-06-10 00:00:00,000
841116;"4301011044";50;2020-06-10 00:00:00,000
841116;"4301010930";302.4;2020-06-10 00:00:00,000
841116;"4301030948";2.8;2020-06-10 00:00:00,000
841116;"4301010934";25;2020-06-10 00:00:00,000
841116;"4301050921";2.52;2020-06-10 00:00:00,000
841116;"4301011123";3;2020-06-10 00:00:00,000
841116;"4301030964";2.8;2020-06-10 00:00:00,000
841116;"4301020142";19.2;2020-06-10 00:00:00,000
841116;"4301010913";507.6;2020-06-10 00:00:00,000
841037;"4301130446";6;2020-06-10 00:00:00,000
841037;"4301070759";7.2;2020-06-10 00:00:00,000
841037;"4301130410";6;2020-06-10 00:00:00,000
512630;"4301070772";14.4;2020-06-10 00:00:00,000
1067779;"4301130411";3;2020-06-10 00:00:00,000
1067778;"4301070772";21.6;2020-06-10 00:00:00,000
841025;"4301130427";3;2020-06-10 00:00:00,000
841024;"4301130446";3;2020-06-10 00:00:00,000
841000;"4301070774";6.88;2020-06-10 00:00:00,000
1004931;"4301070772";21.6;2020-06-10 00:00:00,000
1004931;"4301130411";3;2020-06-10 00:00:00,000
1004931;"4301130410";3;2020-06-10 00:00:00,000
931603;"4301130448";3;2020-06-10 00:00:00,000
841054;"4301070744";6.88;2020-06-10 00:00:00,000
1004931;"4301130427";3;2020-06-10 00:00:00,000
841025;"4301070774";6.88;2020-06-10 00:00:00,000
841024;"4301130410";3;2020-06-10 00:00:00,000
841024;"4301070772";7.2;2020-06-10 00:00:00,000
841000;"4301130427";9;2020-06-10 00:00:00,000
841000;"4301130549";11.52;2020-06-10 00:00:00,000
841000;"4301130448";6;2020-06-10 00:00:00,000
841000;"4301070771";6.88;2020-06-10 00:00:00,000
841000;"4301130411";6;2020-06-10 00:00:00,000
800650;"4301070745";468;2020-06-10 00:00:00,000
800650;"4301070761";34.4;2020-06-10 00:00:00,000
800650;"4301070758";137.6;2020-06-10 00:00:00,000
800650;"4301070779";510;2020-06-10 00:00:00,000
800650;"4301070771";137.6;2020-06-10 00:00:00,000
800650;"4301130573";15;2020-06-10 00:00:00,000
800650;"4301130410";75;2020-06-10 00:00:00,000
800650;"4301130411";45;2020-06-10 00:00:00,000
800650;"4301130399";180;2020-06-10 00:00:00,000
1064892;"4301060285";327.12;2020-06-10 00:00:00,000
1064892;"4301051039";18.9;2020-06-10 00:00:00,000
1064892;"4301051010";332.1;2020-06-10 00:00:00,000
638592;"4301011039";275;2020-06-10 00:00:00,000
1333938;"4301010933";755;2020-06-10 00:00:00,000
1147182;"4301050990";292.32;2020-06-10 00:00:00,000
916021;"4301130400";126;2020-06-10 00:00:00,000
902269;"4301130427";150;2020-06-10 00:00:00,000
637127;"4301051034";399.36;2020-06-10 00:00:00,000
989067;"4301050990";128.52;2020-06-10 00:00:00,000
1253493;"4301050920";88.2;2020-06-10 00:00:00,000
1333743;"4301050920";461.16;2020-06-10 00:00:00,000
950247;"4301011047";212;2020-06-10 00:00:00,000
640835;"4301051012";29.7;2020-06-10 00:00:00,000
640835;"4301050917";211.68;2020-06-10 00:00:00,000
640835;"4301050979";13.5;2020-06-10 00:00:00,000
640835;"4301010981";375;2020-06-10 00:00:00,000
884353;"4301011047";40;2020-06-10 00:00:00,000
640835;"4301010944";112;2020-06-10 00:00:00,000
640835;"4301130448";2109;2020-06-10 00:00:00,000
640835;"4301130427";1050;2020-06-10 00:00:00,000
640835;"4301070746";604.8;2020-06-10 00:00:00,000
640835;"4301070762";273.6;2020-06-10 00:00:00,000
640835;"4301050920";259.56;2020-06-10 00:00:00,000
640835;"4301050932";36;2020-06-10 00:00:00,000
640835;"4301010894";234.9;2020-06-10 00:00:00,000
640835;"4301050936";89.1;2020-06-10 00:00:00,000
640835;"4301130411";210;2020-06-10 00:00:00,000
640835;"4301050990";40.32;2020-06-10 00:00:00,000
640835;"4301011044";500;2020-06-10 00:00:00,000
640835;"4301011049";45;2020-06-10 00:00:00,000
640835;"4301011123";45;2020-06-10 00:00:00,000
640835;"4301020115";27;2020-06-10 00:00:00,000
640835;"4301051010";126.9;2020-06-10 00:00:00,000
1340374;"4301030364";1303.2;2020-06-10 00:00:00,000
1340374;"4301020159";141;2020-06-10 00:00:00,000
1340374;"4301011044";570;2020-06-10 00:00:00,000
1251272;"4301050936";13.5;2020-06-10 00:00:00,000
1251272;"4301011039";550;2020-06-10 00:00:00,000
1251272;"4301011057";35;2020-06-10 00:00:00,000
1251272;"4301051010";2.7;2020-06-10 00:00:00,000
1251272;"4301011058";255;2020-06-10 00:00:00,000
1251272;"4301010930";43.2;2020-06-10 00:00:00,000
1251272;"4301050932";15;2020-06-10 00:00:00,000
1251272;"4301030964";19.6;2020-06-10 00:00:00,000
1251272;"4301030919";8.76;2020-06-10 00:00:00,000
1251272;"4301030963";153;2020-06-10 00:00:00,000
1251272;"4301050931";46.8;2020-06-10 00:00:00,000
1251272;"4301030944";25.2;2020-06-10 00:00:00,000
1251272;"4301051012";2.7;2020-06-10 00:00:00,000
1251272;"4301020159";267;2020-06-10 00:00:00,000
1251272;"4301010913";756;2020-06-10 00:00:00,000
1251272;"4301010931";259.2;2020-06-10 00:00:00,000
1251272;"4301051008";18;2020-06-10 00:00:00,000
1251272;"4301020154";112.2;2020-06-10 00:00:00,000
1251272;"4301030961";42;2020-06-10 00:00:00,000
1251272;"4301011104";402.9;2020-06-10 00:00:00,000
841116;"4301011104";102;2020-06-10 00:00:00,000
841116;"4301030879";8.4;2020-06-10 00:00:00,000
841116;"4301050936";8.1;2020-06-10 00:00:00,000
841116;"4301030919";17.52;2020-06-10 00:00:00,000
841116;"4301020154";153;2020-06-10 00:00:00,000
841116;"4301030960";4.48;2020-06-10 00:00:00,000
841116;"4301051012";2.7;2020-06-10 00:00:00,000
841116;"4301050977";54.6;2020-06-10 00:00:00,000
841116;"4301030236";1.2;2020-06-10 00:00:00,000
841116;"4301060281";8.4;2020-06-10 00:00:00,000
841116;"4301050800";75;2020-06-10 00:00:00,000
841116;"4301010933";500;2020-06-10 00:00:00,000
841116;"4301010945";108;2020-06-10 00:00:00,000
841116;"4301010927";15;2020-06-10 00:00:00,000
841116;"4301050932";15;2020-06-10 00:00:00,000
841116;"4301011106";60;2020-06-10 00:00:00,000
841000;"4301070772";7.2;2020-06-10 00:00:00,000
841000;"4301130410";3;2020-06-10 00:00:00,000
841000;"4301130446";6;2020-06-10 00:00:00,000
1003821;"4301130448";3;2020-06-10 00:00:00,000
512636;"4301070759";7.2;2020-06-10 00:00:00,000
512634;"4301070759";7.2;2020-06-10 00:00:00,000
512633;"4301070772";7.2;2020-06-10 00:00:00,000
1068641;"4301070744";6.88;2020-06-10 00:00:00,000
1068641;"4301070771";6.88;2020-06-10 00:00:00,000
857027;"4301070772";28.8;2020-06-10 00:00:00,000
1037576;"4301130410";3;2020-06-10 00:00:00,000
1068655;"4301130410";3;2020-06-10 00:00:00,000
1068641;"4301130549";3.84;2020-06-10 00:00:00,000
857027;"4301070759";7.2;2020-06-10 00:00:00,000
857027;"4301070771";6.88;2020-06-10 00:00:00,000
857027;"4301130549";3.84;2020-06-10 00:00:00,000
857027;"4301130410";3;2020-06-10 00:00:00,000
1037576;"4301070759";7.2;2020-06-10 00:00:00,000
1037576;"4301070744";6.88;2020-06-10 00:00:00,000
1037576;"4301130411";3;2020-06-10 00:00:00,000
1037576;"4301070772";21.6;2020-06-10 00:00:00,000
1068655;"4301130446";3;2020-06-10 00:00:00,000
1068655;"4301070744";13.76;2020-06-10 00:00:00,000
1251272;"4301030946";19.6;2020-06-10 00:00:00,000
1251272;"4301030364";18;2020-06-10 00:00:00,000
1251272;"4301051044";101.4;2020-06-10 00:00:00,000
1251272;"4301011064";1500;2020-06-10 00:00:00,000
1251272;"4301010910";507.6;2020-06-10 00:00:00,000
1251272;"4301030948";11.2;2020-06-10 00:00:00,000
1251272;"4301010926";21.6;2020-06-10 00:00:00,000
1251272;"4301050973";24.3;2020-06-10 00:00:00,000
1251272;"4301050990";420.84;2020-06-10 00:00:00,000
1251272;"4301030235";21.28;2020-06-10 00:00:00,000
1320348;"4301011063";15;2020-06-10 00:00:00,000
1251272;"4301050800";36;2020-06-10 00:00:00,000
800490;"4301051044";202.8;2020-06-10 00:00:00,000
800490;"4301030880";504;2020-06-10 00:00:00,000
800490;"4301010937";4006.8;2020-06-10 00:00:00,000
951634;"4301030891";2.8;2020-06-10 00:00:00,000
951634;"4301010926";313.2;2020-06-10 00:00:00,000
951634;"4301010928";205.2;2020-06-10 00:00:00,000
951634;"4301010933";50;2020-06-10 00:00:00,000
951634;"4301011049";50;2020-06-10 00:00:00,000
951634;"4301020112";10.8;2020-06-10 00:00:00,000
638610;"4301050990";30.24;2020-06-10 00:00:00,000
944909;"4301050932";27;2020-06-10 00:00:00,000
1340374;"4301020159";3;2020-06-10 00:00:00,000
1340374;"4301030364";1.8;2020-06-10 00:00:00,000
1340374;"4301011047";792;2020-06-10 00:00:00,000
1340374;"4301011039";910;2020-06-10 00:00:00,000
1340374;"4301050932";396;2020-06-10 00:00:00,000
1340374;"4301060285";87.42;2020-06-10 00:00:00,000
1340374;"4301010944";32;2020-06-10 00:00:00,000
1340374;"4301050979";483.3;2020-06-10 00:00:00,000
1340374;"4301050920";239.4;2020-06-10 00:00:00,000
1340374;"4301011044";5;2020-06-10 00:00:00,000
1340374;"4301051039";43.2;2020-06-10 00:00:00,000
1340374;"4301050979";653.4;2020-06-10 00:00:00,000
1340374;"4301020159";267;2020-06-10 00:00:00,000
1340374;"4301010894";72.9;2020-06-10 00:00:00,000
1340374;"4301010955";175;2020-06-10 00:00:00,000
1340374;"4301050990";395.64;2020-06-10 00:00:00,000
944909;"4301050990";199.08;2020-06-10 00:00:00,000
944909;"4301130399";403.2;2020-06-10 00:00:00,000
944909;"4301070759";604.8;2020-06-10 00:00:00,000
944909;"4301070771";1898.88;2020-06-10 00:00:00,000
944909;"4301130502";24;2020-06-10 00:00:00,000
944909;"4301070769";16.8;2020-06-10 00:00:00,000
944909;"4301130411";798;2020-06-10 00:00:00,000
940207;"4301010913";43.2;2020-06-10 00:00:00,000
940207;"4301020141";31.2;2020-06-10 00:00:00,000
940207;"4301011107";36;2020-06-10 00:00:00,000
940207;"4301030947";4.38;2020-06-10 00:00:00,000
437543;"4301070761";275.2;2020-06-10 00:00:00,000
940207;"4301011100";91.8;2020-06-10 00:00:00,000
940207;"4301060289";16.8;2020-06-10 00:00:00,000
940207;"4301011057";15;2020-06-10 00:00:00,000
940207;"4301030945";4.38;2020-06-10 00:00:00,000
940207;"4301010936";183.6;2020-06-10 00:00:00,000
940207;"4301011052";20;2020-06-10 00:00:00,000
940207;"4301050990";100.8;2020-06-10 00:00:00,000
940207;"4301030958";6;2020-06-10 00:00:00,000
940207;"4301011104";142.8;2020-06-10 00:00:00,000
940207;"4301011064";60;2020-06-10 00:00:00,000
940207;"4301020154";20.4;2020-06-10 00:00:00,000
940207;"4301011042";10.8;2020-06-10 00:00:00,000
951634;"4301030946";5.6;2020-06-10 00:00:00,000
951634;"4301050800";30;2020-06-10 00:00:00,000
951634;"4301030919";26.28;2020-06-10 00:00:00,000
951634;"4301020141";15.6;2020-06-10 00:00:00,000
951634;"4301011107";36;2020-06-10 00:00:00,000
951634;"4301051015";8.1;2020-06-10 00:00:00,000
951634;"4301050990";78.12;2020-06-10 00:00:00,000
951634;"4301010913";108;2020-06-10 00:00:00,000
951634;"4301010936";1306.8;2020-06-10 00:00:00,000
951634;"4301030944";14;2020-06-10 00:00:00,000
951634;"4301030879";2.8;2020-06-10 00:00:00,000
951634;"4301060289";16.8;2020-06-10 00:00:00,000
951634;"4301050920";78.12;2020-06-10 00:00:00,000
951634;"4301050937";39;2020-06-10 00:00:00,000
951634;"4301011060";75;2020-06-10 00:00:00,000
951634;"4301010930";313.2;2020-06-10 00:00:00,000
800490;"4301011042";205.2;2020-06-10 00:00:00,000
800490;"4301030949";83.22;2020-06-10 00:00:00,000
800490;"4301010914";302.4;2020-06-10 00:00:00,000
800490;"4301020154";102;2020-06-10 00:00:00,000
800490;"4301011100";300.9;2020-06-10 00:00:00,000
800490;"4301051009";304.2;2020-06-10 00:00:00,000
1068655;"4301130448";3;2020-06-10 00:00:00,000
