SkuID;SkuName;TrademarkName;GroupID
4301010935;Товар493;Стародворье;4
4301010936;Товар494;Стародворье;4
4301010937;Товар495;Стародворье;4
4301010938;Товар496;Стародворье;4
4301010939;Товар497;Стародворье;4
4301010940;Товар498;Стародворье;4
4301010941;Товар499;Стародворье;4
4301010942;Товар500;Стародворье;4
4301010943;Товар501;Стародворье;4
4301010944;Товар502;Стародворье;4
4301010945;Товар503;Стародворье;4
4301010946;Товар504;Стародворье;4
4301010948;Товар506;Стародворье;4
4301010949;Товар507;Стародворье;4
4301010950;Товар508;Стародворье;4
4301010951;Товар509;Стародворье;4
4301010952;Товар510;Стародворье;4
4301010953;Товар511;Стародворье;4
4301010954;Товар512;Стародворье;4
4301010955;Товар513;Стародворье;4
4301010956;Товар514;Стародворье;4
4301010957;Товар515;Стародворье;4
4301010958;Товар516;Стародворье;4
4301010959;Товар517;Стародворье;4
4301010960;Товар518;Стародворье;4
4301010961;Товар519;Стародворье;4
4301010967;Товар525;Стародворье;4
4301010968;Товар526;Стародворье;4
4301010969;Товар527;Стародворье;4
4301010970;Товар528;Стародворье;4
4301010971;Товар529;Стародворье;4
4301010974;Товар532;Стародворье;4
4301010975;Товар533;Стародворье;4
4301010976;Товар534;Стародворье;4
4301010978;Товар536;Стародворье;4
4301010992;Товар550;Стародворье;4
4301010993;Товар551;Стародворье;4
4301010994;Товар552;Стародворье;4
4301010995;Товар553;Стародворье;4
4301010996;Товар554;Стародворье;4
4301010997;Товар555;Стародворье;4
4301010998;Товар556;Стародворье;4
4301010999;Товар557;Стародворье;4
4301011000;Товар558;Стародворье;4
4301011001;Товар559;Стародворье;4
4301011002;Товар560;Стародворье;4
4301011003;Товар561;Стародворье;4
4301011012;Товар570;Стародворье;4
4301011013;Товар571;Стародворье;4
4301011014;Товар572;Стародворье;4
4301011025;Товар583;Стародворье;4
4301011026;Товар584;Стародворье;4
4301011027;Товар585;Стародворье;4
4301011035;Товар593;Стародворье;4
4301011036;Товар594;Стародворье;4
4301011049;Товар607;Стародворье;4
4301011050;Товар608;Стародворье;4
4301011051;Товар609;Стародворье;4
4301011052;Товар610;Стародворье;4
4301011053;Товар611;Стародворье;4
4301011054;Товар612;Стародворье;4
4301011055;Товар613;Стародворье;4
4301011056;Товар614;Стародворье;4
4301011065;Товар623;Стародворье;4
4301011066;Товар624;Стародворье;4
4301011067;Товар2720;Стародворье;4
4301011068;Товар2721;Стародворье;4
4301011071;Товар2728;Стародворье;4
4301011100;Товар2754;Стародворье;4
4301011077;Товар2792;Стародворье;4
4301011078;Товар2793;Стародворье;4
4301011079;Товар2794;Стародворье;4
4301011080;Товар2795;Стародворье;4
4301011081;Товар2796;Стародворье;4
4301011082;Товар2797;Стародворье;4
4301011101;Товар2847;Стародворье;4
4301011088;Товар2854;Стародворье;4
4301011089;Товар2855;Стародворье;4
4301011090;Товар2856;Стародворье;4
4301011091;Товар2857;Стародворье;4
4301011092;Товар2858;Стародворье;4
4301011093;Товар2859;Стародворье;4
4301011095;Товар2862;Стародворье;4
4301011096;Товар2863;Стародворье;4
4301011098;Товар2866;Стародворье;4
4301011099;Товар2867;Стародворье;4
4301011102;Товар2893;Стародворье;4
4301011103;Товар2894;Стародворье;4
4301011104;Товар2895;Стародворье;4
4301011108;Товар2902;Стародворье;4
4301011109;Товар2916;Стародворье;4
4301011110;Товар2917;Стародворье;4
4301011120;Товар2963;Стародворье;4
4301011121;Товар2964;Стародворье;4
4301050737;Товар36;Стародворье;6
4301050001;Товар1209;Стародворье;6
4301050002;Товар1210;Стародворье;6
4301050008;Товар1212;Стародворье;6
4301050011;Товар1213;Стародворье;6
4301050012;Товар1214;Стародворье;6
4301050013;Товар1215;Стародворье;6
4301050016;Товар1216;Стародворье;6
4301050021;Товар1217;Стародворье;6
4301050022;Товар1218;Стародворье;6
4301050025;Товар1219;Стародворье;6
4301050030;Товар1220;Стародворье;6
4301050031;Товар1221;Стародворье;6
4301050114;Товар1224;Стародворье;6
4301050119;Товар1225;Стародворье;6
4301050120;Товар1226;Стародворье;6
4301050123;Товар1227;Стародворье;6
4301050124;Товар1228;Стародворье;6
4301050127;Товар1229;Стародворье;6
4301050130;Товар1232;Стародворье;6
4301050131;Товар1233;Стародворье;6
4301050132;Товар1234;Стародворье;6
4301050135;Товар1235;Стародворье;6
4301050137;Товар1236;Стародворье;6
4301050140;Товар1237;Стародворье;6
4301050143;Товар1238;Стародворье;6
4301050144;Товар1239;Стародворье;6
4301050321;Товар1249;Стародворье;6
4301050322;Товар1250;Стародворье;6
4301050371;Товар1255;Стародворье;6
4301050372;Товар1256;Стародворье;6
4301050373;Товар1257;Стародворье;6
4301050374;Товар1258;Стародворье;6
4301050401;Товар1263;Стародворье;6
4301050403;Товар1265;Стародворье;6
4301050404;Товар1266;Стародворье;6
4301050405;Товар1267;Стародворье;6
4301050406;Товар1268;Стародворье;6
4301050407;Товар1269;Стародворье;6
4301050408;Товар1270;Стародворье;6
4301050409;Товар1271;Стародворье;6
4301050410;Товар1272;Стародворье;6
4301050411;Товар1273;Стародворье;6
4301050412;Товар1274;Стародворье;6
4301050415;Товар1276;Стародворье;6
4301050416;Товар1277;Стародворье;6
4301050420;Товар1278;Стародворье;6
4301050421;Товар1279;Стародворье;6
4301050422;Товар1280;Стародворье;6
4301050430;Товар1282;Стародворье;6
4301050440;Товар1285;Стародворье;6
4301050450;Товар1286;Стародворье;6
4301050460;Товар1287;Стародворье;6
4301050465;Товар1288;Стародворье;6
4301050466;Товар1289;Стародворье;6
4301050467;Товар1290;Стародворье;6
4301050469;Товар1291;Стародворье;6
4301050470;Товар1292;Стародворье;6
4301050471;Товар1293;Стародворье;6
4301050472;Товар1294;Стародворье;6
4301050473;Товар1295;Стародворье;6
4301050474;Товар1296;Стародворье;6
4301050475;Товар1297;Стародворье;6
4301050476;Товар1298;Стародворье;6
4301050477;Товар1299;Стародворье;6
4301050482;Товар1301;Стародворье;6
4301050490;Товар1305;Стародворье;6
4301050492;Товар1307;Стародворье;6
4301050508;Товар1312;Стародворье;6
4301050509;Товар1313;Стародворье;6
4301050510;Товар1314;Стародворье;6
4301050512;Товар1315;Стародворье;6
4301050513;Товар1316;Стародворье;6
4301050517;Товар1320;Стародворье;6
4301050518;Товар1321;Стародворье;6
4301050519;Товар1322;Стародворье;6
4301050528;Товар1331;Стародворье;6
4301050536;Товар1339;Стародворье;6
4301050541;Товар1341;Стародворье;6
4301050542;Товар1342;Стародворье;6
4301050543;Товар1343;Стародворье;6
4301050549;Товар1344;Стародворье;6
4301050551;Товар1346;Стародворье;6
4301050552;Товар1347;Стародворье;6
4301050553;Товар1348;Стародворье;6
4301050560;Товар1355;Стародворье;6
4301050564;Товар1359;Стародворье;6
4301050565;Товар1360;Стародворье;6
4301050566;Товар1361;Стародворье;6
4301050567;Товар1362;Стародворье;6
4301050568;Товар1363;Стародворье;6
4301050583;Товар1376;Стародворье;6
4301050584;Товар1377;Стародворье;6
4301050592;Товар1385;Стародворье;6
4301050593;Товар1386;Стародворье;6
4301050594;Товар1387;Стародворье;6
4301050621;Товар1412;Стародворье;6
4301050632;Товар1423;Стародворье;6
4301050633;Товар1424;Стародворье;6
4301050634;Товар1425;Стародворье;6
4301050635;Товар1426;Стародворье;6
4301050636;Товар1427;Стародворье;6
4301050637;Товар1428;Стародворье;6
4301050644;Товар1435;Стародворье;6
4301050645;Товар1436;Стародворье;6
4301050658;Товар1449;Стародворье;6
4301050659;Товар1450;Стародворье;6
4301050663;Товар1454;Стародворье;6
4301050664;Товар1455;Стародворье;6
4301050665;Товар1456;Стародворье;6
4301050666;Товар1457;Стародворье;6
4301050667;Товар1458;Стародворье;6
4301050668;Товар1459;Стародворье;6
4301050671;Товар1462;Стародворье;6
4301050672;Товар1463;Стародворье;6
4301050673;Товар1464;Стародворье;6
4301050674;Товар1465;Стародворье;6
4301050675;Товар1466;Стародворье;6
4301050676;Товар1467;Стародворье;6
4301050681;Товар1472;Стародворье;6
4301050682;Товар1473;Стародворье;6
4301050683;Товар1474;Стародворье;6
4301050684;Товар1475;Стародворье;6
4301050686;Товар1477;Стародворье;6
4301050687;Товар1478;Стародворье;6
4301050688;Товар1479;Стародворье;6
4301050689;Товар1480;Стародворье;6
4301050690;Товар1481;Стародворье;6
4301050695;Товар1486;Стародворье;6
4301050696;Товар1487;Стародворье;6
4301050714;Товар1505;Стародворье;6
4301050715;Товар1506;Стародворье;6
4301050716;Товар1507;Стародворье;6
4301050733;Товар1523;Стародворье;6
4301050734;Товар1524;Стародворье;6
4301050735;Товар1525;Стародворье;6
4301050742;Товар1531;Стародворье;6
4301050746;Товар1535;Стародворье;6
4301050748;Товар1537;Стародворье;6
4301050765;Товар1554;Стародворье;6
4301050766;Товар1555;Стародворье;6
4301050767;Товар1556;Стародворье;6
4301050772;Товар1561;Стародворье;6
4301050773;Товар1562;Стародворье;6
4301050774;Товар1563;Стародворье;6
4301050775;Товар1564;Стародворье;6
4301050776;Товар1565;Стародворье;6
4301050777;Товар1566;Стародворье;6
4301050778;Товар1567;Стародворье;6
4301050779;Товар1568;Стародворье;6
4301050780;Товар1569;Стародворье;6
4301050781;Товар1570;Стародворье;6
4301050782;Товар1571;Стародворье;6
4301050783;Товар1572;Стародворье;6
4301050784;Товар1573;Стародворье;6
4301050785;Товар1574;Стародворье;6
4301050786;Товар1575;Стародворье;6
4301050787;Товар1576;Стародворье;6
4301050790;Товар1579;Стародворье;6
4301050791;Товар1580;Стародворье;6
4301050792;Товар1581;Стародворье;6
4301050793;Товар1582;Стародворье;6
4301050794;Товар1583;Стародворье;6
4301050796;Товар1585;Стародворье;6
4301050797;Товар1586;Стародворье;6
4301050798;Товар1587;Стародворье;6
4301050799;Товар1588;Стародворье;6
4301050801;Товар1590;Стародворье;6
4301050802;Товар1591;Стародворье;6
4301050804;Товар1593;Стародворье;6
4301050805;Товар1594;Стародворье;6
4301050806;Товар1595;Стародворье;6
4301050807;Товар1596;Стародворье;6
4301050808;Товар1597;Стародворье;6
4301050809;Товар1598;Стародворье;6
4301050810;Товар1599;Стародворье;6
4301050811;Товар1600;Стародворье;6
4301050812;Товар1601;Стародворье;6
4301050813;Товар1602;Стародворье;6
4301050824;Товар1613;Стародворье;6
4301050825;Товар1614;Стародворье;6
4301050826;Товар1615;Стародворье;6
4301050830;Товар1619;Стародворье;6
4301050831;Товар1620;Стародворье;6
4301050832;Товар1621;Стародворье;6
4301050848;Товар1637;Стародворье;6
4301050863;Товар1652;Стародворье;6
4301050864;Товар1653;Стародворье;6
4301050865;Товар1654;Стародворье;6
4301050866;Товар1655;Стародворье;6
4301050867;Товар1656;Стародворье;6
4301050868;Товар1657;Стародворье;6
4301050869;Товар1658;Стародворье;6
4301050870;Товар1659;Стародворье;6
4301050873;Товар1662;Стародворье;6
4301050874;Товар1663;Стародворье;6
4301050879;Товар1668;Стародворье;6
4301050880;Товар1669;Стародворье;6
4301050887;Товар1676;Стародворье;6
4301050888;Товар1677;Стародворье;6
4301050889;Товар1678;Стародворье;6
4301050890;Товар1679;Стародворье;6
4301050891;Товар1680;Стародворье;6
4301050897;Товар1686;Стародворье;6
4301050898;Товар1687;Стародворье;6
4301050899;Товар1688;Стародворье;6
4301050900;Товар1689;Стародворье;6
4301050903;Товар1692;Стародворье;6
4301050904;Товар1693;Стародворье;6
4301050905;Товар1694;Стародворье;6
4301050910;Товар1699;Стародворье;6
4301050926;Товар1715;Стародворье;6
4301050927;Товар1716;Стародворье;6
4301050928;Товар1717;Стародворье;6
4301050929;Товар1718;Стародворье;6
4301050930;Товар1719;Стародворье;6
4301050938;Товар1727;Стародворье;6
4301050939;Товар1728;Стародворье;6
4301050942;Товар1731;Стародворье;6
4301050945;Товар1734;Стародворье;6
4301050946;Товар1735;Стародворье;6
4301050947;Товар1736;Стародворье;6
4301050948;Товар1737;Стародворье;6
4301050949;Товар1738;Стародворье;6
4301050955;Товар2732;Стародворье;6
4301050956;Товар2733;Стародворье;6
4301050957;Товар2735;Стародворье;6
4301050958;Товар2736;Стародворье;6
4301050961;Товар2741;Стародворье;6
4301050962;Товар2742;Стародворье;6
4301050963;Товар2746;Стародворье;6
4301050964;Товар2748;Стародворье;6
4301050980;Товар2813;Стародворье;6
4301050981;Товар2814;Стародворье;6
4301050982;Товар2815;Стародворье;6
4301050989;Товар2830;Стародворье;6
4301050990;Товар2831;Стародворье;6
4301050991;Товар2833;Стародворье;6
4301050992;Товар2834;Стародворье;6
4301051011;Товар2903;Стародворье;6
4301051012;Товар2904;Стародворье;6
4301051005;Товар2905;Стародворье;6
4301051006;Товар2906;Стародворье;6
4301051007;Товар2907;Стародворье;6
4301051008;Товар2908;Стародворье;6
4301051009;Товар2909;Стародворье;6
4301051010;Товар2910;Стародворье;6
4301051013;Товар2911;Стародворье;6
4301051020;Товар2912;Стародворье;6
4301051021;Товар2913;Стародворье;6
4301051018;Товар2914;Стародворье;6
4301051019;Товар2915;Стародворье;6
4301051017;Товар2918;Стародворье;6
4301051014;Товар2919;Стародворье;6
4301051015;Товар2920;Стародворье;6
4301051016;Товар2921;Стародворье;6
4301051022;Товар2922;Стародворье;6
4301010000;Товар6;Стародворье;3
4301010001;Товар7;Стародворье;3
4301030001;Товар730;Стародворье;3
4301030002;Товар731;Стародворье;3
4301030003;Товар732;Стародворье;3
4301030004;Товар733;Стародворье;3
4301030005;Товар734;Стародворье;3
4301030006;Товар735;Стародворье;3
4301030007;Товар736;Стародворье;3
4301030008;Товар737;Стародворье;3
4301030009;Товар738;Стародворье;3
4301030011;Товар739;Стародворье;3
4301030012;Товар740;Стародворье;3
4301030013;Товар741;Стародворье;3
4301030014;Товар742;Стародворье;3
4301030016;Товар743;Стародворье;3
4301030023;Товар744;Стародворье;3
4301030024;Товар745;Стародворье;3
4301030037;Товар747;Стародворье;3
4301030048;Товар748;Стародворье;3
4301030049;Товар749;Стародворье;3
4301030050;Товар750;Стародворье;3
4301030197;Товар763;Стародворье;3
4301030198;Товар764;Стародворье;3
4301030208;Товар765;Стародворье;3
4301030217;Товар766;Стародворье;3
4301030250;Товар798;Стародворье;3
4301030251;Товар799;Стародворье;3
4301030252;Товар800;Стародворье;3
4301030253;Товар801;Стародворье;3
4301030302;Товар806;Стародворье;3
4301030304;Товар807;Стародворье;3
4301030310;Товар808;Стародворье;3
4301030311;Товар809;Стародворье;3
4301030420;Товар828;Стародворье;3
4301030422;Товар829;Стародворье;3
4301030430;Товар832;Стародворье;3
4301030431;Товар833;Стародворье;3
4301030520;Товар839;Стародворье;3
4301030530;Товар842;Стародворье;3
4301030558;Товар855;Стародворье;3
4301030559;Товар856;Стародворье;3
4301030562;Товар859;Стародворье;3
4301030569;Товар862;Стародворье;3
4301030571;Товар863;Стародворье;3
4301030573;Товар864;Стародворье;3
4301030579;Товар869;Стародворье;3
4301030580;Товар870;Стародворье;3
4301030585;Товар871;Стародворье;3
4301030586;Товар872;Стародворье;3
4301030587;Товар873;Стародворье;3
4301030590;Товар874;Стародворье;3
4301030601;Товар878;Стародворье;3
4301030612;Товар883;Стародворье;3
4301030613;Товар884;Стародворье;3
4301030614;Товар885;Стародворье;3
4301030616;Товар886;Стародворье;3
4301030617;Товар887;Стародворье;3
4301030618;Товар888;Стародворье;3
4301030621;Товар891;Стародворье;3
4301030634;Товар902;Стародворье;3
4301030635;Товар903;Стародворье;3
4301030636;Товар904;Стародворье;3
4301030642;Товар908;Стародворье;3
4301030643;Товар909;Стародворье;3
4301030644;Товар910;Стародворье;3
4301030645;Товар911;Стародворье;3
4301030647;Товар912;Стародворье;3
4301030648;Товар913;Стародворье;3
4301030649;Товар914;Стародворье;3
4301030652;Товар917;Стародворье;3
4301030653;Товар918;Стародворье;3
4301030654;Товар919;Стародворье;3
4301030655;Товар920;Стародворье;3
4301030656;Товар921;Стародворье;3
4301030657;Товар922;Стародворье;3
4301030658;Товар923;Стародворье;3
4301030659;Товар924;Стародворье;3
4301030660;Товар925;Стародворье;3
4301030661;Товар926;Стародворье;3
4301030662;Товар927;Стародворье;3
4301030663;Товар928;Стародворье;3
4301030666;Товар931;Стародворье;3
4301030667;Товар932;Стародворье;3
4301030669;Товар933;Стародворье;3
4301030670;Товар934;Стародворье;3
4301030671;Товар935;Стародворье;3
4301030672;Товар936;Стародворье;3
4301030677;Товар941;Стародворье;3
4301030678;Товар942;Стародворье;3
4301030679;Товар943;Стародворье;3
4301030680;Товар944;Стародворье;3
4301030681;Товар945;Стародворье;3
4301030682;Товар946;Стародворье;3
4301030683;Товар947;Стародворье;3
4301030684;Товар948;Стародворье;3
4301030685;Товар949;Стародворье;3
4301030686;Товар950;Стародворье;3
4301030687;Товар951;Стародворье;3
4301030688;Товар952;Стародворье;3
4301030689;Товар953;Стародворье;3
4301030691;Товар954;Стародворье;3
4301030692;Товар955;Стародворье;3
4301030695;Товар958;Стародворье;3
4301030696;Товар959;Стародворье;3
4301030699;Товар962;Стародворье;3
4301030700;Товар963;Стародворье;3
4301030701;Товар964;Стародворье;3
4301030702;Товар965;Стародворье;3
4301030703;Товар966;Стародворье;3
4301030705;Товар967;Стародворье;3
4301030713;Товар975;Стародворье;3
4301030714;Товар976;Стародворье;3
4301030717;Товар979;Стародворье;3
4301030718;Товар980;Стародворье;3
4301030719;Товар981;Стародворье;3
4301030723;Товар984;Стародворье;3
4301030724;Товар985;Стародворье;3
4301030725;Товар986;Стародворье;3
4301030726;Товар987;Стародворье;3
4301030727;Товар988;Стародворье;3
4301030732;Товар991;Стародворье;3
4301030736;Товар995;Стародворье;3
4301030737;Товар996;Стародворье;3
4301030738;Товар997;Стародворье;3
4301030739;Товар998;Стародворье;3
4301030742;Товар1001;Стародворье;3
4301030745;Товар1004;Стародворье;3
4301030746;Товар1005;Стародворье;3
4301030747;Товар1006;Стародворье;3
4301030748;Товар1007;Стародворье;3
4301030749;Товар1008;Стародворье;3
4301030757;Товар1016;Стародворье;3
4301030758;Товар1017;Стародворье;3
4301030759;Товар1018;Стародворье;3
4301030760;Товар1019;Стародворье;3
4301030768;Товар1027;Стародворье;3
4301030781;Товар1040;Стародворье;3
4301030782;Товар1041;Стародворье;3
4301030783;Товар1042;Стародворье;3
4301030784;Товар1043;Стародворье;3
4301030785;Товар1044;Стародворье;3
4301030786;Товар1045;Стародворье;3
4301030787;Товар1046;Стародворье;3
4301030788;Товар1047;Стародворье;3
4301030789;Товар1048;Стародворье;3
4301030790;Товар1049;Стародворье;3
4301030794;Товар1053;Стародворье;3
4301030795;Товар1054;Стародворье;3
4301030796;Товар1055;Стародворье;3
4301030797;Товар1056;Стародворье;3
4301030798;Товар1057;Стародворье;3
4301030799;Товар1058;Стародворье;3
4301030800;Товар1059;Стародворье;3
4301030801;Товар1060;Стародворье;3
4301030812;Товар1071;Стародворье;3
4301030813;Товар1072;Стародворье;3
4301030815;Товар1074;Стародворье;3
4301030817;Товар1076;Стародворье;3
4301030819;Товар1078;Стародворье;3
4301030820;Товар1079;Стародворье;3
